num_pages_with_shareholder_proposal,Filename,Date Filed,CIK,Form Type,Company Name,pattern_type,occurrence_begin,occurrence_end,diversity
10,edgar/data/101382/0001193125-16-502587.txt,2016-03-14,101382,DEF 14A,UMB FINANCIAL CORP,Without resolved,"proposal 2. nancy k. buese, chair robin c. beery kevin c. gallagher kris a. robbins as provided by s",ntents of the proposal or the supporting statement. the board recommends a vote against the proposal,0
10,edgar/data/101382/0001193125-16-502587.txt,2016-03-14,101382,DEF 14A,UMB FINANCIAL CORP,Without resolved,proposal resolution that the shareholders of umb financial corporation request its board of director,"areholders overwhelmingly rejected, each of the last three years, a substantially identical proposal",0
10,edgar/data/101382/0001193125-16-502587.txt,2016-03-14,101382,DEF 14A,UMB FINANCIAL CORP,Without resolved,proposals for a shareholder proposal to be considered for inclusion in our proxy materials for the 2,"e enclosed envelope. q a proposals the board recommends a vote for all nominees listed, for proposal",0
10,edgar/data/101382/0001193125-16-502587.txt,2016-03-14,101382,DEF 14A,UMB FINANCIAL CORP,Without resolved,proposal 3. 1. the election of 11 directors for terms ending at the 2017 annual meeting of sharehold,"e enclosed envelope. q a proposals the board recommends a vote for all nominees listed, for proposal",0
10,edgar/data/1021635/0001021635-16-000190.txt,2016-03-14,1021635,DEF 14A,OGE ENERGY CORP.,Without resolved,"proposal. the board of directors recommends a vote for the election of the 10 nominees as director. "," of the company s principal independent accountants, unless a different vote is specified.19proposal",0
10,edgar/data/1021635/0001021635-16-000190.txt,2016-03-14,1021635,DEF 14A,OGE ENERGY CORP.,Without resolved,proposalthe board of directors recommends a vote for the approval of the named executive officer com,"s for the 2015 meeting, the company committed that if shareholders approved the shareholder proposal",0
10,edgar/data/1021635/0001021635-16-000190.txt,2016-03-14,1021635,DEF 14A,OGE ENERGY CORP.,Without resolved,"proposal. accordingly, the company s board, on the recommendation of the nominating and corporate go",the current certificate will not be eliminated.the board of directors recommends a vote for proposal,0
10,edgar/data/1021635/0001021635-16-000190.txt,2016-03-14,1021635,DEF 14A,OGE ENERGY CORP.,Without resolved,proposal.the company is mindful of the evolving nature of its regulatory landscape relating to distr,e no effect on the outcome of the proposal.the board of directors recommends a vote against proposal,0
6,edgar/data/104918/0001193125-16-525783.txt,2016-03-31,104918,DEF 14A,AVISTA CORP,With resolved,"proposal 4. as required by the exchange act, the board is submitting a separate resolution, to be vo","an advisory basis, of the compensation of the company s neos. although the advisory vote on proposal",0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposals requiring your vote 11 proposal 1 election of directors 11 proposal 2 selection of indepen,s proposal board vote recommendation page reference proposal 1 election of directors for 11 proposal,0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,"proposal is considered a routine matter for which brokers, banks or other nominees may vote uninstru",roposal. the board recommends a vote for each of the nominees named in the proxy statement. proposal,0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposal: a majority of the votes cast at the annual meeting is required for the auditor ratificatio,ion to vote your uninstructed shares on this proposal. the board recommends a vote for this proposal,0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposal 3 say on pay proposal: a majority of the votes cast at the annual meeting is required to ap,s will have no effect on the outcome of this proposal. the board recommends a vote for this proposal,0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposal 4 amended and restated plan proposal: a majority of the votes cast at the annual meeting is,s will have no effect on the outcome of this proposal. the board recommends a vote for this proposal,0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposal 5 merger proposal: a majority of the company s outstanding shares of common stock is requir,votes will be counted as a vote against this proposal. the board recommends a vote for this proposal,0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposal 6 shareholder written consent proposal: the affirmative vote of all of the outstanding comm,"e merger agreement and declared it advisable, and recommends that shareholders vote for the proposal",0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposals requiring your vote director since: 2011 board committees: nominating corporate governance," board of directors. 16 l 3 communications holdings, inc. proxy statement table of contents proposal",0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposal 2 selection of independent registered public accounting firm the audit committee is directl,"lic accounting firm. l 3 communications holdings, inc. proxy statement 17 table of contents proposal",0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposal 3 advisory non binding vote on executive compensation we are asking our shareholders to app," executive officers. l 3 communications holdings, inc. proxy statement 19 table of contents proposal",0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,proposals requiring your vote stock based awards previously granted under the 2008 long term perform,on stock entitled to vote on the proposal. the board of directors recommends a vote for the proposal,0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,"proposal 4 and will assume all outstanding stock options, stock appreciation rights, nonvested stock",eing proposed. the board of directors unanimously recommends that shareholders vote for the proposal,0
10,edgar/data/1056239/0001193125-16-514123.txt,2016-03-23,1056239,DEF 14A,L 3 COMMUNICATIONS HOLDINGS INC,Without resolved,"proposals requiring your vote proposal 6 shareholder proposal to amend the company s certificate of ",", and replaced by a requirement for a majority of the votes cast for and against applicable proposal",0
22,edgar/data/1058090/0001193125-16-516433.txt,2016-03-24,1058090,DEF 14A,CHIPOTLE MEXICAN GRILL INC,With resolved,proposal 6 an advisory vote on a shareholder proposal requesting that we adopt a bylaw to provide fo,eters than those included in this proposal. the board recommends that you vote against this proposal,0
22,edgar/data/1058090/0001193125-16-516433.txt,2016-03-24,1058090,DEF 14A,CHIPOTLE MEXICAN GRILL INC,With resolved,proposal. the board of directors recommends a vote against the shareholder proposal. proposal 7 an a," would accompany such a policy. accordingly, the board recommends that you vote against the proposal",0
22,edgar/data/1058090/0001193125-16-516433.txt,2016-03-24,1058090,DEF 14A,CHIPOTLE MEXICAN GRILL INC,With resolved,proposal. proposal 8 an advisory vote on a shareholder proposal regarding special meetings of the sh,"itions, as further described in proposal 4. the board recommends that you vote against this proposal",0
22,edgar/data/1058090/0001193125-16-516433.txt,2016-03-24,1058090,DEF 14A,CHIPOTLE MEXICAN GRILL INC,With resolved,proposal. proposal 10 an advisory vote on a shareholder proposal requesting that we prepare a report,potle or its shareholders. the board of directors recommends a vote against the shareholder proposal,0
14,edgar/data/1103982/0001193125-16-518809.txt,2016-03-28,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,proposals 74 item 4. shareholder proposal: report on packaging 75 item 5. shareholder proposal: vest,as independent registered public accountants for fiscal year 2016 for 73 item 4 shareholder proposal,0
14,edgar/data/1103982/0001193125-16-518809.txt,2016-03-28,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,"proposal. however, if our shareholders do not ratify the selection, the audit committee may investig",international s independent registered public accountants for fiscal year 2016. shareholder proposal,0
14,edgar/data/1103982/0001193125-16-518809.txt,2016-03-28,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,"proposals items 4, 5 and 6 , along with the supporting statements of the respective shareholder prop",perly presented. the board recommends that you vote against each of these three shareholder proposal,0
14,edgar/data/1103982/0001193125-16-518809.txt,2016-03-28,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,proposal s request for a report assessing the environmental impact of non recyclable brand packaging,ctive use of your company s resources. the board recommends a vote against this shareholder proposal,0
14,edgar/data/1103982/0001193125-16-518809.txt,2016-03-28,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,"proposal. board of directors statement in opposition to the proposal adoption and implementation of ",vance our shareholders best interests. the board recommends a vote against this shareholder proposal,0
14,edgar/data/1103982/0001193125-16-518809.txt,2016-03-28,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,proposals: 1. election of directors nominees: for against abstain 1a. stephen f. bollenbach 1b. lewi," ending december 31, 2016. the board of directors recommends you vote against the following proposal",0
11,edgar/data/1137774/0001193125-16-513434.txt,2016-03-22,1137774,DEF 14A,PRUDENTIAL FINANCIAL INC,Without resolved,"proposal regarding an independent board chairman in accordance with sec rules, we have set forth bel"," as explained below, our board unanimously recommends that you vote against the shareholder proposal",0
11,edgar/data/1137774/0001193125-16-513434.txt,2016-03-22,1137774,DEF 14A,PRUDENTIAL FINANCIAL INC,Without resolved,proposal. the proponent has advised us that a representative will present the proposal and related s,directors statement in opposition to the proposal your board recommends a vote against this proposal,0
11,edgar/data/1137774/0001193125-16-513434.txt,2016-03-22,1137774,DEF 14A,PRUDENTIAL FINANCIAL INC,Without resolved,proposal regarding an independent board chairman. special voting instructions for plan shares if you,"l of the prudential financial, inc. 2016 omnibus incentive plan and against the shareholder proposal",0
